post_id	label	Text	post_tokens	maj_rationales	rationale_words	model_prediction
16825506_gab	hatespeech	we can either all gang up on the kike or the kike can get everyone to gang up on us	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['kike']		hatespeech
16841015_gab	normal	i really do not understand why white people can not say nigger i mean we invented it	[]	['i', 'really', 'do', 'not', 'understand', 'why', 'white', 'people', 'can', 'not', 'say', 'nigger', 'i', 'mean', 'we', 'invented', 'it']		hatespeech
16855991_gab	normal	paul is that stuff about moslems attacking white businesses in bradford on xmas eve true	[]	['paul', 'is', 'that', 'stuff', 'about', 'moslems', 'attacking', 'white', 'businesses', 'in', 'bradford', 'on', 'xmas', 'eve', 'true']		normal
16881276_gab	offensive	make up your retarded mind did hitler or did he not kill <number> jews	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['retarded']		hatespeech
16883713_gab	hatespeech	when america was white no ghettos no handouts almost no taxes no men of color trying to have sex with your <number> year old daughter almost no crime the left says the white communities must die out	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['ghettos', 'no', 'men', 'of', 'color', 'trying', 'to', 'have', 'sex', 'with', 'your', '<number>', 'year', 'old', 'daughter']		hatespeech
16896325_gab	hatespeech	i am so glad i do not live there anymore i got out before the muslim invasion of minnesota	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]	['muslim', 'invasion']		hatespeech
16984833_gab	normal	we are falling into the dead end of a sub culture more than the ideological ghetto of libertarianism et el	[]	['we', 'are', 'falling', 'into', 'the', 'dead', 'end', 'of', 'a', 'sub', 'culture', 'more', 'than', 'the', 'ideological', 'ghetto', 'of', 'libertarianism', 'et', 'el']		normal
17012100_gab	hatespeech	saw the new star whores movie this is my review a long long time ago in a ghetto far far away it is a period of cibil rights nigga rocketships striking from dey hood dey have won dey first victory against the ebil cracka empire	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]	['whores', 'ghetto', 'nigga', 'hood', 'ebil', 'cracka', 'empire']		hatespeech
17030440_gab	hatespeech	iran our women and children are being raped murdered and stabbed by invading barbarians and we are worried about muh democracy in iran wtf iranprotests	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['women', 'and', 'children', 'are', 'being', 'raped', 'murdered', 'and', 'stabbed', 'by', 'invading', 'barbarians']		hatespeech
17074293_gab	hatespeech	agreed and riyadh and any another place in that cesspool they congregate as i said level them both if we ever want world peace there are a couple billion fundie raghead that gotta go	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]	['cesspool', 'level', 'them', 'both', 'couple', 'billion', 'fundie', 'raghead', 'that', 'gotta', 'go']		hatespeech
17092116_gab	hatespeech	ahaahaha towel heads are too fucking stupid i will admit jews can be smart because no dummy can be this manipulative to convince people like you to support their asses even though they are responsible for the demise of western culture although they have not done much else	[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]	['towel', 'heads', 'are', 'too', 'fucking', 'stupid', 'responsible', 'for', 'the', 'demise', 'of', 'western', 'culture']		hatespeech
17121088_gab	hatespeech	we are bringing back the 1 9 4 0 a homogeneous white place a safe place a place where blacks knew their place expect mass mccarthy hearings to root out the commie jew traitors amongst us hey just like you	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]	['place', 'where', 'blacks', 'knew', 'their', 'place', 'commie', 'jew', 'traitors']		hatespeech
17127942_gab	offensive	so yes i do see the political landscape stormfags who spout jew shit are just as damaging to the solution as fucking sjw faggots are	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]	['stormfags', 'spout', 'jew', 'shit', 'fucking', 'sjw', 'faggots']		hatespeech
1716053_gab	normal	so called peaceful tolerant people rejecting democracy by promoting violence intolerance are no less bigots than those they condemn <number> years of liberal political failures to commit to viable change have only led to a disillusioned middle nurtured extreme views on the left and right	[]	['so', 'called', 'peaceful', 'tolerant', 'people', 'rejecting', 'democracy', 'by', 'promoting', 'violence', 'intolerance', 'are', 'no', 'less', 'bigots', 'than', 'those', 'they', 'condemn', '<number>', 'years', 'of', 'liberal', 'political', 'failures', 'to', 'commit', 'to', 'viable', 'change', 'have', 'only', 'led', 'to', 'a', 'disillusioned', 'middle', 'nurtured', 'extreme', 'views', 'on', 'the', 'left', 'and', 'right']		offensive
17181962_gab	normal	per capita whites are doing much better than the chinese besides i think you are over estimating how much soy the average chinaman actually eats	[]	['per', 'capita', 'whites', 'are', 'doing', 'much', 'better', 'than', 'the', 'chinese', 'besides', 'i', 'think', 'you', 'are', 'over', 'estimating', 'how', 'much', 'soy', 'the', 'average', 'chinaman', 'actually', 'eats']		offensive
17186279_gab	offensive	so muslim is back killing people with truck again islam the religion of peace etc	[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]	['muslim', 'is', 'back', 'killing', 'people', 'with', 'truck', 'again']		hatespeech
17187669_gab	hatespeech	online nazi haha guys the left can not meme <number> white privilege diversity is our strength race is just skin color the holocaust racist sexist bigot homophobe islamophobe anti semite	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['white', 'privilege']		hatespeech
17217517_gab	hatespeech	and i told you at the time as now that your list is info everyone already knows what you are afraid to tackle is the reason behind raghead terrorism as it places all the blame on your precious kikes i say let them both kill each other good riddance	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]	['raghead', 'let', 'them', 'both', 'kill', 'each', 'other', 'good', 'riddance']		hatespeech
17385785_gab	normal	no guys this based chinaman billionaire is going to make america great again	[]	['no', 'guys', 'this', 'based', 'chinaman', 'billionaire', 'is', 'going', 'to', 'make', 'america', 'great', 'again']		offensive
17420407_gab	normal	this was a total bullshit rule housing is segregated by income more than anything this rule would force wealthy neighborhoods to allow section <number> housing be built in high end communities under the guise of diversity and equality bringing the ghetto to you	[]	['this', 'was', 'a', 'total', 'bullshit', 'rule', 'housing', 'is', 'segregated', 'by', 'income', 'more', 'than', 'anything', 'this', 'rule', 'would', 'force', 'wealthy', 'neighborhoods', 'to', 'allow', 'section', '<number>', 'housing', 'be', 'built', 'in', 'high', 'end', 'communities', 'under', 'the', 'guise', 'of', 'diversity', 'and', 'equality', 'bringing', 'the', 'ghetto', 'to', 'you']		hatespeech
17503871_gab	offensive	eh i do not think i d suggest it at this point too much crime largely driven by immigrants and the fact that jobs are getting hard to find at times five years ago i would have said sure chile may be better cc <user> <user>	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['crime', 'largely', 'driven', 'by', 'immigrants']		offensive
17504345_gab	hatespeech	it not just mainstream media i do not like the argument that many people on gab or any where on the interenet have yo my neighborhood had a bunch of asians and blacks moving in i moved cause i did not want to deal with that that not genocide	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['asians', 'and', 'blacks']		hatespeech
17538540_gab	offensive	a quick web search turns up that in some ancient cultures polygyny was explicitly restricted to cases where the woman failed to yield children does the bible have that restriction not that i have seen jacob had children with four women simultaneously it would appear you are simply wrong	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['polygyny']		normal
17549117_gab	hatespeech	fuck the community keep the muzzies on a fucking leash i consider them filthy	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	['muzzies']		hatespeech
17559281_gab	normal	now now with all of these needy white people crying out to beto y maria garcía from michoacan for remedial human reproductive sexual instruction the least you could do is inform them the kamasutra offers a frog position	[]	['now', 'now', 'with', 'all', 'of', 'these', 'needy', 'white', 'people', 'crying', 'out', 'to', 'beto', 'y', 'maria', 'garcía', 'from', 'michoacan', 'for', 'remedial', 'human', 'reproductive', 'sexual', 'instruction', 'the', 'least', 'you', 'could', 'do', 'is', 'inform', 'them', 'the', 'kamasutra', 'offers', 'a', 'frog', 'position']		hatespeech
17563616_gab	normal	i am so ghetto	[]	['i', 'am', 'so', 'ghetto']		offensive
17574897_gab	hatespeech	diversity is a code word for white genocide	[1, 1, 1, 1, 1, 1, 1, 1]	['diversity', 'is', 'a', 'code', 'word', 'for', 'white', 'genocide']		hatespeech
17684585_gab	offensive	she is tired of liberal faggots uwuu give me welfare open the borders i love refugees and trannies weak men turn her off she wants to be in a nationalist bed	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['faggots', 'trannies']		hatespeech
17695754_gab	normal	this center is going to highlight lack violence when those who visit get robbed raped and killed	[]	['this', 'center', 'is', 'going', 'to', 'highlight', 'lack', 'violence', 'when', 'those', 'who', 'visit', 'get', 'robbed', 'raped', 'and', 'killed']		hatespeech
17739608_gab	offensive	how does an area become a ghetto all the white ppl move out	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	['ghetto']		offensive
17827813_gab	hatespeech	i have a question for you <user> why do you think all these nasty dirty towel heads want to kill whites why do you think they are in our white lands i am just curious here	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['nasty', 'dirty', 'towel', 'heads']		hatespeech
17828964_gab	hatespeech	harvey how many babied did you kill today were they all nigger babies	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	['nigger']		hatespeech
17843410_gab	offensive	i noticed in this sting operation video the brown third worlder who was unabashed about banning right wingers is an indian its very embarassing for us indians in india when these dumbfucks go to usa settle there and then decide to backstab white majority by spewing venom against them kick them out	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]	['brown', 'third', 'worlder', 'spewing', 'venom', 'against', 'them', 'kick', 'them', 'out']		hatespeech
17846280_gab	offensive	because its a scam run by kikes to enforce world domination while using white lives to do so or perhaps you missed the part about how we have done nothing but invade nations since the end of ww2 that have never attacked us	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['kikes']		hatespeech
17868129_gab	hatespeech	i can not imagine having to live with this level of cognitive dissonance life is so much easier when you just say fuck it and adopt race realism and white nationalism instead of contradicting yourself a gorillian times over just to make niggers and jews hate you less	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]	['niggers', 'and', 'jews', 'hate', 'you', 'less']		hatespeech
17896103_gab	hatespeech	fact whites are the only race that care about animals niggers eat them chinks torture them and arabs fuck them	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]	['niggers', 'eat', 'them', 'chinks', 'torture', 'them', 'arabs', 'fuck', 'them']		hatespeech
17927499_gab	offensive	there already enough photos of that retarded freak of nature on its twitter page	[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]	['retarded', 'freak', 'of', 'nature']		hatespeech
17933804_gab	offensive	this idea that jews join the armed services is absurd it a hollywood meme they were not even allowed out of their ghetto pick one	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]	['were', 'not', 'even', 'allowed', 'out', 'of', 'their', 'ghetto']		hatespeech
17939414_gab	normal	this dude sits around all day trying to argue with anglin others then probably bitched about targeted harassment all day	[]	['this', 'dude', 'sits', 'around', 'all', 'day', 'trying', 'to', 'argue', 'with', 'anglin', 'others', 'then', 'probably', 'bitched', 'about', 'targeted', 'harassment', 'all', 'day']		offensive
17940228_gab	normal	lol i see you changed your picture so you can advocate mixing races while using the fellow white people line	[]	['lol', 'i', 'see', 'you', 'changed', 'your', 'picture', 'so', 'you', 'can', 'advocate', 'mixing', 'races', 'while', 'using', 'the', 'fellow', 'white', 'people', 'line']		hatespeech
17941100_gab	normal	<user> may as well put you to good use <user> this is an example of a muslim catfish study it have fun with it but if you want to cry at me for a few more hrs i suppose that would just say some thing no	[]	['<user>', 'may', 'as', 'well', 'put', 'you', 'to', 'good', 'use', '<user>', 'this', 'is', 'an', 'example', 'of', 'a', 'muslim', 'catfish', 'study', 'it', 'have', 'fun', 'with', 'it', 'but', 'if', 'you', 'want', 'to', 'cry', 'at', 'me', 'for', 'a', 'few', 'more', 'hrs', 'i', 'suppose', 'that', 'would', 'just', 'say', 'some', 'thing', 'no']		hatespeech
18032474_gab	offensive	the three women refs in the women uconn vs texas basketball game tonight stank despite the crappy officiating the better team won	[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	['three', 'women', 'refs', 'stank']		normal
18069994_gab	hatespeech	fuck a bunch of amnesty every last one of these illegal immigrants need to be rounded up like a herd of cattle and sent back to whatever shithole of a country they came from	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]	['illegal', 'immigrants', 'shithole', 'of', 'a', 'country']		hatespeech
18112013_gab	offensive	<number> of white women have non white babies because of the brain washing of the media they date men of color to prove they are not racist wind up with muslims ghetto men and members of the drug cartel	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	['ghetto']		hatespeech
18119502_gab	offensive	perhaps the men in question prefer women who do not dress like streetwalkers	[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]	['women', 'who', 'do', 'not', 'dress', 'like', 'streetwalkers']		normal
18120004_gab	offensive	where are all the conservative white men where are all the white women defending men from women committing perjury in the divorce courts oh that right they are cheering as men commit suicide screw you bitches look after yourselves mgtow	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]	['screw', 'you', 'bitches']		hatespeech
18154601_gab	offensive	too bad you are such a retard and you muted me cuz i caught you saying dumbass shit	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['retard']		hatespeech
18156913_gab	hatespeech	yes so if you hate faggots but are not a faggot yourself god will like that you hate faggots because surprise god hates faggots you are a heretic and you are damned	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]	['because', 'surprise', 'god', 'hates', 'faggots']		hatespeech
18173369_gab	offensive	not only that but these people fled their country this country was founded upon fighting the most well armed well disciplined army on the planet and freemen were victorious i see something in the shit hole refugees futures	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]	['shit', 'hole', 'refugees']		normal
18195956_gab	hatespeech	kick all illegal immigrants out they do not belong here they have no business being here we owe them nothing	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	['kick', 'all', 'illegal', 'immigrants', 'out', 'they', 'do', 'not', 'belong', 'here', 'they', 'have', 'no', 'business', 'being', 'here', 'we', 'owe', 'them', 'nothing']		hatespeech
1831319_gab	normal	for the record i do not think it can be denied that jews are nepotistic and intelligent with a strong in group preference what bothers me is that they will not allow anyone else the same priviledge	[]	['for', 'the', 'record', 'i', 'do', 'not', 'think', 'it', 'can', 'be', 'denied', 'that', 'jews', 'are', 'nepotistic', 'and', 'intelligent', 'with', 'a', 'strong', 'in', 'group', 'preference', 'what', 'bothers', 'me', 'is', 'that', 'they', 'will', 'not', 'allow', 'anyone', 'else', 'the', 'same', 'priviledge']		hatespeech
18361661_gab	hatespeech	i like my fascist freedom of speech as jews call every word that a non jew says to suppress his liberty just the way it is jews because your satanic diversity of opinions has brought us this	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[]		hatespeech
18402625_gab	offensive	how could we ever lose the narrative with these borderline mental retard nazi on our side	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]	['borderline', 'mental', 'retard', 'nazi']		hatespeech
18457914_gab	normal	<number> to <number> seems about right as a general rule about left vs right violence as well	[]	['<number>', 'to', '<number>', 'seems', 'about', 'right', 'as', 'a', 'general', 'rule', 'about', 'left', 'vs', 'right', 'violence', 'as', 'well']		normal
18466579_gab	normal	a mother who tells her child to play with a diseased child look i know they did not have iphones and computers back then but they were not retarded for fucks sake	[]	['a', 'mother', 'who', 'tells', 'her', 'child', 'to', 'play', 'with', 'a', 'diseased', 'child', 'look', 'i', 'know', 'they', 'did', 'not', 'have', 'iphones', 'and', 'computers', 'back', 'then', 'but', 'they', 'were', 'not', 'retarded', 'for', 'fucks', 'sake']		hatespeech
18550891_gab	offensive	we can never have this as long as there are blacks jews spics muslims and asians	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1]	['blacks', 'jews', 'spics', 'muslims', 'asians']		hatespeech
18566494_gab	hatespeech	that is about the most faggot ass looking shit a man could wear bet ya any sumbitch that dons this bs is packing a man purse too	[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['faggot', 'ass', 'shit', 'sumbitch']		hatespeech
18600525_gab	normal	it still in debate on whether or not it harassment or this guy just being really good at twisting a story	[]	['it', 'still', 'in', 'debate', 'on', 'whether', 'or', 'not', 'it', 'harassment', 'or', 'this', 'guy', 'just', 'being', 'really', 'good', 'at', 'twisting', 'a', 'story']		normal
1862631_gab	normal	<user> look at the video spencer did not do a nazi salute a few in the audience did spencer is not responsible for the audience you are buying into the msm narrative here	[]	['<user>', 'look', 'at', 'the', 'video', 'spencer', 'did', 'not', 'do', 'a', 'nazi', 'salute', 'a', 'few', 'in', 'the', 'audience', 'did', 'spencer', 'is', 'not', 'responsible', 'for', 'the', 'audience', 'you', 'are', 'buying', 'into', 'the', 'msm', 'narrative', 'here']		normal
18710271_gab	offensive	trump proved his love of america when he chose to not take money and worked in the white house during the shutdown recently fuck the dems they are so retarded now they are blindly walking into a trap hahaha	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['fuck', 'retarded']		offensive
18761956_gab	offensive	islam continues to spread because of arabs	[1, 0, 0, 0, 0, 0, 1]	['islam', 'arabs']		offensive
18777413_gab	normal	so there is nothing wrong with them leaving women alone if they are worthless to them	[]	['so', 'there', 'is', 'nothing', 'wrong', 'with', 'them', 'leaving', 'women', 'alone', 'if', 'they', 'are', 'worthless', 'to', 'them']		hatespeech
18793244_gab	hatespeech	the koch faggots and friends should be ovened	[0, 1, 1, 0, 0, 0, 0, 0]	['koch', 'faggots']		hatespeech
18796136_gab	offensive	the ultimate anti muslim weapon a muslim being killed by a women means no virgins in heaven the armed kurdish women brigades caused fear and running of isis in syria this is the time for our sisters to take control of the destiny of the human race	[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['ultimate', 'anti', 'muslim', 'weapon']		hatespeech
18935258_gab	offensive	<number> in <number> google employees are women yeah cos white guys only hire white guys only <number> of comp sci graduates are women kill me	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['yeah', 'cos', 'white', 'guys', 'only', 'hire', 'white']		hatespeech
18939950_gab	normal	remember when subscribing to a youtube channel meant you got their videos in your sub feed now you have to click this retarded bell or else youtube will curate videos out of your sub feed without your permission	[]	['remember', 'when', 'subscribing', 'to', 'a', 'youtube', 'channel', 'meant', 'you', 'got', 'their', 'videos', 'in', 'your', 'sub', 'feed', 'now', 'you', 'have', 'to', 'click', 'this', 'retarded', 'bell', 'or', 'else', 'youtube', 'will', 'curate', 'videos', 'out', 'of', 'your', 'sub', 'feed', 'without', 'your', 'permission']		normal
18945976_gab	offensive	<user> triggered faggot maga presidenttrump	[0, 0, 1, 0, 0]	['faggot']		hatespeech
18984909_gab	offensive	because they go after the loan wolves they pick up mostly the native ones the immigrants tend to be in gangs that is not really the local perverts mo	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['immigrants']		offensive
19004747_gab	offensive	no chain migration is a bottomless pit of immigrant flooding into the country their mamma and dadda their brothers and sisters their grandparents their aunts uncles their kids etc etc etc family reunification my ass	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]	['immigrant', 'my', 'ass']		hatespeech
1902424_gab	normal	<user> it actually country but ghetto stole it	[]	['<user>', 'it', 'actually', 'country', 'but', 'ghetto', 'stole', 'it']		offensive
19062875_gab	hatespeech	imagine canada with <number> <number> of these retarded niggas in canada canadians are not used to be confronted by garbage like this yet canada shit skin moslem immigration minister ahmed hussen wants to bring <number> <number> of these animals to canada	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['shit', 'skin', 'moslem', 'immigration', 'minister', 'ahmed', 'hussen']		hatespeech
19069983_gab	hatespeech	i wish this faggot would die already someone send him a pepe strobe gif and cause him to stroke out	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['faggot']		hatespeech
1909103_gab	hatespeech	canfam next make sure that everyone you know sees video footage of taharrush gamea from europe and let them know europe has imported the muslim gang rape game and that the euro press has totally blacked out this epidemic of horrifically violent gang rape and beatings of european women	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1]	['gang', 'rape', 'game', 'violent', 'gang', 'rape', 'beatings', 'of', 'european', 'women']		hatespeech
19094544_gab	offensive	blah blah blah gay reference deep state blah blah blah lol just come out the closet already homo	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[]		hatespeech
19132319_gab	offensive	well the weasel and who is carrying water for the biggest liar in our country history obama is about to get his ass set on fire and the ex coon and moslem commander is going down too releasethememo is finally here	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['ass', 'moslem']		hatespeech
19151211_gab	offensive	yeah i know but this is one part of the whole picture and for faggots that keep harping on about elections as if it our whole point of the movement	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['faggots']		hatespeech
19166441_gab	hatespeech	i would love to see trump bring <number> white women from europe call them refugees from the madness of merkel other lefties and refugees from rapist muslims bring them here and have a baby boom american men are tired of fat women	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]	['i', 'would', 'love', 'to', 'see', 'trump', 'bring', '<number>', 'white', 'women', 'from', 'europe', 'call', 'them', 'refugees', 'refugees', 'from', 'rapist', 'muslims', 'men', 'are', 'tired', 'of', 'fat', 'women']		hatespeech
19186428_gab	offensive	some faggot reported my avi on twitter the same as i have here i wish the main people i follow on twitter were on gab so i could abandon that shitty site	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['faggot']		hatespeech
